city,adaptation_groups,heldout_groups,scenario_count,selected_candidate,anchor_regret,target_only_regret,selected_regret,absolute_improvement,relative_improvement,anchor_optimal_action_rate,target_only_optimal_action_rate,selected_optimal_action_rate,ci95_low,ci95_high,bootstrap_p_two_sided,source_absolute_improvement,source_relative_improvement,source_ci95_low,source_ci95_high,source_bootstrap_p_two_sided,bootstrap_replicates,evaluation_seed
los_angeles,165,79,1,local_cap_1_z_0p25,0.14823697150760395,0.21719534990764652,0.14500728644281768,0.0032296850647862653,0.021787311437488452,0.7848101265822784,0.6835443037974683,0.810126582278481,-0.06747327328351947,0.07288991769563584,0.9396,0.0721880634648288,0.3323646822803705,0.01671110847836162,0.13511926541047667,0.011,10000,8171
jinan,911,457,3,constant_alpha_0p9,0.43614631368628737,0.4035714142594949,0.39207620815284533,0.04407010553344209,0.10104431506244695,0.2963248695478491,0.31518238334207177,0.3423938281776646,0.004692634866030131,0.08292869269742861,0.0274,0.011495206106649608,0.028483697557573254,-0.02249763512813443,0.04524286221006631,0.5196,10000,8171
