split,target_city,selected_candidate,selected_is_ensemble,max_source_weight,h2oplus_mse,rigid_cfcmt_mse,guarded_mse,guarded_ratio_vs_h2oplus,guarded_ratio_vs_rigid
source_open_na_to_singapore,singapore lta,dense_static_local_delta_alpha_0p75,False,0.4649877435379538,2376.142713769884,2388.762841879932,2367.5165429048193,0.9963696747610843,0.9911057311330279
source_singapore_austin_halifax_to_mbta,mbta,ensemble_dense_static_local_delta_alpha_0p50,True,0.5909395334779992,209.6939031282136,116.49691620352385,93.8321031926153,0.44747177573037655,0.8054470989488478
leave_one_city_out_all::singapore_lta_all,singapore lta,dense_static_local_delta_alpha_0p75,False,0.4649877435379538,2376.142713769884,2388.762841879932,2367.5165429048193,0.9963696747610843,0.9911057311330279
leave_one_city_out_all::austin_capmetro_all,austin capmetro,ensemble_dense_static_local_delta_alpha_0p25,True,0.5905001846495002,63.87307574560076,47.63959489024872,40.79364474550769,0.6386672986906747,0.856297053732035
leave_one_city_out_all::halifax_transit_all,halifax transit,rigid_cfcmt,False,0.3748548628374035,73.56893477294852,53.19816140242982,53.19816140242982,0.7231063160913255,1.0
leave_one_city_out_all::mbta_all,mbta,ensemble_dense_static_local_delta_alpha_0p50,True,0.5909395334779992,209.6939031282136,116.49691620352385,93.8321031926153,0.44747177573037655,0.8054470989488478
