slot_index,clock_time,signal_id,detector_role,direction,movement,median_count,selected_window
4,0:20:00,7142,external_origin,N,T,5.000000,0
4,0:20:00,7142,external_origin,N,TR,3.000000,0
4,0:20:00,7142,external_origin,S,L,1.000000,0
4,0:20:00,7142,external_origin,S,T,3.000000,0
4,0:20:00,7142,external_origin,S,TR,4.000000,0
5,0:25:00,7243,external_origin,E,L,0.000000,0
5,0:25:00,7243,external_origin,E,T,5.000000,0
5,0:25:00,7243,external_origin,E,TR,1.000000,0
5,0:25:00,7243,internal_destination,W,T,8.000000,0
5,0:25:00,7243,internal_destination,W,TR,3.000000,0
5,0:25:00,7243,external_origin,N,L,0.000000,0
5,0:25:00,7243,external_origin,N,TR,1.000000,0
5,0:25:00,7243,external_origin,S,L,0.000000,0
5,0:25:00,7243,external_origin,S,TR,1.000000,0
5,0:25:00,7142,internal_destination,E,L,1.000000,0
5,0:25:00,7142,internal_destination,E,T,5.000000,0
5,0:25:00,7142,internal_destination,E,R,1.000000,0
5,0:25:00,7142,external_origin,W,L,1.000000,0
5,0:25:00,7142,external_origin,W,T,7.000000,0
5,0:25:00,7142,external_origin,W,R,1.000000,0
5,0:25:00,7142,external_origin,N,L,1.000000,0
5,0:25:00,7142,external_origin,N,T,4.000000,0
5,0:25:00,7142,external_origin,N,TR,3.000000,0
5,0:25:00,7142,external_origin,S,L,1.000000,0
5,0:25:00,7142,external_origin,S,T,3.000000,0
5,0:25:00,7142,external_origin,S,TR,4.000000,0
6,0:30:00,7243,external_origin,E,L,0.000000,0
6,0:30:00,7243,external_origin,E,T,5.000000,0
6,0:30:00,7243,external_origin,E,TR,1.000000,0
6,0:30:00,7243,internal_destination,W,T,8.000000,0
6,0:30:00,7243,internal_destination,W,TR,3.000000,0
6,0:30:00,7243,external_origin,N,L,0.000000,0
6,0:30:00,7243,external_origin,N,TR,1.000000,0
6,0:30:00,7243,external_origin,S,L,0.000000,0
6,0:30:00,7243,external_origin,S,TR,1.000000,0
6,0:30:00,7142,internal_destination,E,L,0.000000,0
6,0:30:00,7142,internal_destination,E,T,4.000000,0
6,0:30:00,7142,internal_destination,E,R,1.000000,0
6,0:30:00,7142,external_origin,W,L,1.000000,0
6,0:30:00,7142,external_origin,W,T,6.000000,0
6,0:30:00,7142,external_origin,W,R,1.000000,0
6,0:30:00,7142,external_origin,N,L,1.000000,0
6,0:30:00,7142,external_origin,N,T,5.000000,0
6,0:30:00,7142,external_origin,N,TR,2.000000,0
6,0:30:00,7142,external_origin,S,L,1.000000,0
6,0:30:00,7142,external_origin,S,T,3.000000,0
6,0:30:00,7142,external_origin,S,TR,4.000000,0
7,0:35:00,7243,external_origin,E,L,0.000000,0
7,0:35:00,7243,external_origin,E,T,5.000000,0
7,0:35:00,7243,external_origin,E,TR,1.000000,0
7,0:35:00,7243,internal_destination,W,T,8.000000,0
7,0:35:00,7243,internal_destination,W,TR,3.000000,0
7,0:35:00,7243,external_origin,N,L,0.000000,0
7,0:35:00,7243,external_origin,N,TR,1.000000,0
7,0:35:00,7243,external_origin,S,L,0.000000,0
7,0:35:00,7243,external_origin,S,TR,1.000000,0
7,0:35:00,7142,internal_destination,E,L,1.000000,0
7,0:35:00,7142,internal_destination,E,T,5.000000,0
7,0:35:00,7142,internal_destination,E,R,1.000000,0
7,0:35:00,7142,external_origin,W,L,1.000000,0
7,0:35:00,7142,external_origin,W,T,7.000000,0
7,0:35:00,7142,external_origin,W,R,1.000000,0
7,0:35:00,7142,external_origin,N,L,1.000000,0
7,0:35:00,7142,external_origin,N,T,5.000000,0
7,0:35:00,7142,external_origin,N,TR,2.000000,0
7,0:35:00,7142,external_origin,S,L,2.000000,0
7,0:35:00,7142,external_origin,S,T,4.000000,0
7,0:35:00,7142,external_origin,S,TR,4.000000,0
8,0:40:00,7243,external_origin,E,L,0.000000,0
8,0:40:00,7243,external_origin,E,T,5.000000,0
8,0:40:00,7243,external_origin,E,TR,1.000000,0
8,0:40:00,7243,internal_destination,W,T,8.000000,0
8,0:40:00,7243,internal_destination,W,TR,3.000000,0
8,0:40:00,7243,external_origin,N,L,0.000000,0
8,0:40:00,7243,external_origin,N,TR,1.000000,0
8,0:40:00,7243,external_origin,S,L,0.000000,0
8,0:40:00,7243,external_origin,S,TR,1.000000,0
8,0:40:00,7142,internal_destination,E,L,1.000000,0
8,0:40:00,7142,internal_destination,E,T,5.000000,0
8,0:40:00,7142,internal_destination,E,R,1.000000,0
8,0:40:00,7142,external_origin,W,L,1.000000,0
8,0:40:00,7142,external_origin,W,T,7.000000,0
8,0:40:00,7142,external_origin,W,R,1.000000,0
8,0:40:00,7142,external_origin,N,L,1.000000,0
8,0:40:00,7142,external_origin,N,T,4.000000,0
8,0:40:00,7142,external_origin,N,TR,3.000000,0
8,0:40:00,7142,external_origin,S,L,1.000000,0
8,0:40:00,7142,external_origin,S,T,4.000000,0
8,0:40:00,7142,external_origin,S,TR,3.000000,0
9,0:45:00,7243,external_origin,E,L,0.000000,0
9,0:45:00,7243,external_origin,E,T,4.000000,0
9,0:45:00,7243,external_origin,E,TR,1.000000,0
9,0:45:00,7243,internal_destination,W,T,7.000000,0
9,0:45:00,7243,internal_destination,W,TR,3.000000,0
9,0:45:00,7243,external_origin,N,L,0.000000,0
9,0:45:00,7243,external_origin,N,TR,1.000000,0
9,0:45:00,7243,external_origin,S,L,0.000000,0
9,0:45:00,7243,external_origin,S,TR,1.000000,0
9,0:45:00,7142,internal_destination,E,L,0.000000,0
9,0:45:00,7142,internal_destination,E,T,4.000000,0
9,0:45:00,7142,internal_destination,E,R,1.000000,0
9,0:45:00,7142,external_origin,W,L,1.000000,0
9,0:45:00,7142,external_origin,W,T,7.000000,0
9,0:45:00,7142,external_origin,W,R,1.000000,0
9,0:45:00,7142,external_origin,N,L,1.000000,0
9,0:45:00,7142,external_origin,N,T,4.000000,0
9,0:45:00,7142,external_origin,N,TR,2.000000,0
9,0:45:00,7142,external_origin,S,L,1.000000,0
9,0:45:00,7142,external_origin,S,T,3.000000,0
9,0:45:00,7142,external_origin,S,TR,4.000000,0
10,0:50:00,7243,external_origin,E,L,1.000000,0
10,0:50:00,7243,external_origin,E,T,4.000000,0
10,0:50:00,7243,external_origin,E,TR,1.000000,0
10,0:50:00,7243,internal_destination,W,T,7.000000,0
10,0:50:00,7243,internal_destination,W,TR,3.000000,0
10,0:50:00,7243,external_origin,N,L,0.000000,0
10,0:50:00,7243,external_origin,N,TR,1.000000,0
10,0:50:00,7243,external_origin,S,L,0.000000,0
10,0:50:00,7243,external_origin,S,TR,1.000000,0
10,0:50:00,7142,internal_destination,E,L,1.000000,0
10,0:50:00,7142,internal_destination,E,T,4.000000,0
10,0:50:00,7142,internal_destination,E,R,1.000000,0
10,0:50:00,7142,external_origin,W,L,1.000000,0
10,0:50:00,7142,external_origin,W,T,6.000000,0
10,0:50:00,7142,external_origin,W,R,1.000000,0
10,0:50:00,7142,external_origin,N,L,1.000000,0
10,0:50:00,7142,external_origin,N,T,4.000000,0
10,0:50:00,7142,external_origin,N,TR,2.000000,0
10,0:50:00,7142,external_origin,S,L,1.000000,0
10,0:50:00,7142,external_origin,S,T,3.000000,0
10,0:50:00,7142,external_origin,S,TR,4.000000,0
11,0:55:00,7243,external_origin,E,L,0.000000,0
11,0:55:00,7243,external_origin,E,T,4.000000,0
11,0:55:00,7243,external_origin,E,TR,1.000000,0
11,0:55:00,7243,internal_destination,W,T,6.000000,0
11,0:55:00,7243,internal_destination,W,TR,3.000000,0
11,0:55:00,7243,external_origin,N,L,0.000000,0
11,0:55:00,7243,external_origin,N,TR,0.000000,0
11,0:55:00,7243,external_origin,S,L,0.000000,0
11,0:55:00,7243,external_origin,S,TR,1.000000,0
11,0:55:00,7142,internal_destination,E,L,1.000000,0
11,0:55:00,7142,internal_destination,E,T,3.000000,0
11,0:55:00,7142,internal_destination,E,R,1.000000,0
11,0:55:00,7142,external_origin,W,L,1.000000,0
11,0:55:00,7142,external_origin,W,T,5.000000,0
11,0:55:00,7142,external_origin,W,R,1.000000,0
11,0:55:00,7142,external_origin,N,L,1.000000,0
11,0:55:00,7142,external_origin,N,T,4.000000,0
11,0:55:00,7142,external_origin,N,TR,2.000000,0
11,0:55:00,7142,external_origin,S,L,1.000000,0
11,0:55:00,7142,external_origin,S,T,3.000000,0
11,0:55:00,7142,external_origin,S,TR,3.000000,0
12,1:00:00,7243,external_origin,E,L,0.000000,0
12,1:00:00,7243,external_origin,E,T,4.000000,0
12,1:00:00,7243,external_origin,E,TR,1.000000,0
12,1:00:00,7243,internal_destination,W,T,6.000000,0
12,1:00:00,7243,internal_destination,W,TR,3.000000,0
12,1:00:00,7243,external_origin,N,L,0.000000,0
